line_number,speaker,text,label,file_name
48,PENCE,"And I just -- I also want to say -- I want to say thanks to everyone that's looking in tonight, who understands what an enormously important time this is in the life of our nation.",0,20161005_vice_pres.tsv
49,PENCE,"For the last seven-and-a-half years, we've seen America's place in the world weakened.",0,20161005_vice_pres.tsv
50,PENCE,"We've seen an economy stifled by more taxes, more regulation, a war on coal, and a failing health care reform come to be known as Obamacare, and the American people know that we need to make a change.",0,20161005_vice_pres.tsv
51,PENCE,And so I want to thank all of you for being -- being with us tonight.,0,20161005_vice_pres.tsv
52,PENCE,I also want to thank Donald Trump for making that call and inviting us to be a part of this ticket.,0,20161005_vice_pres.tsv
53,PENCE,"I have to tell you, I'm a -- I'm a small-town boy from a place not too different from Farmville.",0,20161005_vice_pres.tsv
54,PENCE,I grew up with a cornfield in my backyard.,0,20161005_vice_pres.tsv
55,PENCE,My grandfather had immigrated to this country when he was about my son's age.,0,20161005_vice_pres.tsv
56,PENCE,My mom and dad built a -- everything that matters in a small town in Southern Indiana.,0,20161005_vice_pres.tsv
57,PENCE,They built a family and -- and a good name and a business.,0,20161005_vice_pres.tsv
58,PENCE,And they raised a family.,0,20161005_vice_pres.tsv
59,PENCE,"And I dreamed some day of representing my home town in Washington, D.C., but I -- honestly, Elaine, I never imagined -- never imagined I'd have the opportunity to be governor of the state that I love, let alone be sitting at a table like this in this kind of a position.",0,20161005_vice_pres.tsv
60,PENCE,"So to answer your question, I would say I -- I would hope that if -- if the responsibility ever fell to me in this role, that I would meet it with the way that I'm going to meet the responsibility should I be elected vice president of the United States.",0,20161005_vice_pres.tsv
61,PENCE,"And that's to bring a lifetime of experience, a lifetime growing up in a small town, a lifetime where I've served in the Congress of the United States, where -- where I've led a state that works in the great state of Indiana, and whatever other responsibilities might follow from this, I -- I would hope and, frankly, I would pray to be able to meet that moment with that -- that lifetime of experience.",0,20161005_vice_pres.tsv
62,QUIJANO,"Senator Kaine, on the campaign trail, you praised Secretary Clinton's character, including her commitment to public service, yet 60 percent of voters don't think she's trustworthy.",0,20161005_vice_pres.tsv
63,QUIJANO,Why do so many people distrust her?,0,20161005_vice_pres.tsv
64,QUIJANO,Is it because they have questions about her e-mails and the Clinton Foundation?,0,20161005_vice_pres.tsv
65,KAINE,"Elaine, let me tell you why I trust Hillary Clinton.",0,20161005_vice_pres.tsv
66,KAINE,Here's what people should look at as they look at a public servant.,0,20161005_vice_pres.tsv
67,KAINE,Do they have a passion in their life that showed up before they were in public life?,0,20161005_vice_pres.tsv
68,KAINE,"And have they held onto that passion throughout their life, regardless of whether they were in office or not, succeeding or failing?",0,20161005_vice_pres.tsv
69,KAINE,Hillary Clinton has that passion.,0,20161005_vice_pres.tsv
70,KAINE,"From a time as a kid in a Methodist youth group in the suburbs of Chicago, she has been focused on serving others with a special focus on empowering families and kids.",0,20161005_vice_pres.tsv
71,KAINE,"As a civil rights lawyer in the South, with the Children's Defense Fund, first lady of Arkansas and this country, senator, secretary of state, it's always been about putting others first.",0,20161005_vice_pres.tsv
72,KAINE,And that's a sharp contrast with Donald Trump.,0,20161005_vice_pres.tsv
73,KAINE,Donald Trump always puts himself first.,0,20161005_vice_pres.tsv
74,KAINE,"He built a business career, in the words of one of his own campaign staffers, ""off the backs of the little guy.""",0,20161005_vice_pres.tsv
75,KAINE,"And as a candidate, he started his campaign with a speech where he called Mexicans rapists and criminals, and he has pursued the discredited and really outrageous lie that President Obama wasn't born in the United States.",0,20161005_vice_pres.tsv
76,KAINE,It is so painful to suggest that we go back to think about these days where an African-American could not be a citizen of the United States.,0,20161005_vice_pres.tsv
77,KAINE,"And I can't imagine how Governor Pence can defend the insult- driven selfish ""me first"" style of Donald Trump.",0,20161005_vice_pres.tsv
78,QUIJANO,"Governor Pence, let me ask you, you have said Donald Trump is, quote, ""thoughtful, compassionate, and steady.""",0,20161005_vice_pres.tsv
79,QUIJANO,"Yet 67 percent of voters feel he is a risky choice, and 65 percent feel he does not have the right kind of temperament to be president.",0,20161005_vice_pres.tsv
80,QUIJANO,Why do so many Americans think Mr. Trump is simply too erratic?,0,20161005_vice_pres.tsv
81,PENCE,"Well, let me -- let me say first and foremost that, Senator, you and Hillary Clinton would know a lot about an insult- driven campaign.",0,20161005_vice_pres.tsv
82,PENCE,It really is remarkable.,0,20161005_vice_pres.tsv
83,PENCE,"At a time when literally, in the wake of Hillary Clinton's tenure as secretary of state, where she was the architect of the Obama administration's foreign policy, we see entire portions of the world, particularly the wider Middle East, literally spinning out of control.",0,20161005_vice_pres.tsv
84,PENCE,"I mean, the situation we're watching hour by hour in Syria today is the result of the failed foreign policy and the weak foreign policy that Hillary Clinton helped lead in this administration and create.",0,20161005_vice_pres.tsv
85,PENCE,"The newly emboldened -- the aggression of Russia, whether it was in Ukraine or now they're heavy-handed approach...",0,20161005_vice_pres.tsv
86,KAINE,You guys love Russia.,0,20161005_vice_pres.tsv
87,KAINE,You both have said...,0,20161005_vice_pres.tsv
88,PENCE,their heavy-handed approach.,0,20161005_vice_pres.tsv
89,KAINE,You both have said -- you both have said Vladimir Putin is a better leader than the president.,0,20161005_vice_pres.tsv
90,PENCE,Well...,0,20161005_vice_pres.tsv
91,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
92,QUIJANO,"Well, we're going to get to Russia in just a moment.",0,20161005_vice_pres.tsv
93,QUIJANO,But I do want to get back to the question at...,0,20161005_vice_pres.tsv
94,PENCE,"But in the midst -- Elaine, thank you.",0,20161005_vice_pres.tsv
95,PENCE,Thank you.,0,20161005_vice_pres.tsv
96,PENCE,"Thank you, Senator, I'll...",0,20161005_vice_pres.tsv
97,KAINE,These guys have praised Vladimir Putin as a great leader.,0,20161005_vice_pres.tsv
98,KAINE,How can that...,0,20161005_vice_pres.tsv
99,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
100,QUIJANO,"Yes, and we will get to that, Senator.",0,20161005_vice_pres.tsv
101,QUIJANO,We do have that coming up here.,0,20161005_vice_pres.tsv
102,QUIJANO,"But in the meantime, the questions...",0,20161005_vice_pres.tsv
103,PENCE,"Well, Senator, I must have hit a...",0,20161005_vice_pres.tsv
104,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
105,PENCE,I must have hit a nerve here.,0,20161005_vice_pres.tsv
106,QUIJANO,Why the disconnect?,0,20161005_vice_pres.tsv
107,PENCE,"Because at a time of great challenge in the life of this nation, where we've weakened America's place in the world, stifled America's economy, the campaign of Hillary Clinton and Tim Kaine has been an avalanche of insults.",0,20161005_vice_pres.tsv
108,PENCE,"Look, to get to your question about trustworthiness, Donald Trump has built a business through hard times and through good times.",0,20161005_vice_pres.tsv
109,PENCE,He's brought an extraordinary business acumen.,0,20161005_vice_pres.tsv
110,PENCE,He's employed tens of thousands of people in this country.,0,20161005_vice_pres.tsv
111,KAINE,And paid few taxes and lost a billion a year.,0,20161005_vice_pres.tsv
112,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
113,QUIJANO,And why the disconnect with your running mate?,0,20161005_vice_pres.tsv
114,PENCE,But there's a -- there's a reason why people question the trustworthiness of Hillary Clinton.,0,20161005_vice_pres.tsv
115,PENCE,And that's because they're paying attention.,0,20161005_vice_pres.tsv
116,PENCE,"I mean, the reality is, when she was secretary of state, Senator, come on.",0,20161005_vice_pres.tsv
117,PENCE,She had a Clinton Foundation accepting contributions from foreign governments.,0,20161005_vice_pres.tsv
118,KAINE,You are Donald Trump's apprentice.,0,20161005_vice_pres.tsv
119,KAINE,Let me talk about this...,0,20161005_vice_pres.tsv
120,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
121,PENCE,"Senator, I think I'm still on my time.",0,20161005_vice_pres.tsv
122,KAINE,"Well, I think -- isn't this a discussion?",0,20161005_vice_pres.tsv
123,QUIJANO,This is our open discussion.,0,20161005_vice_pres.tsv
124,KAINE,"Yeah, let's talk about the state of...",0,20161005_vice_pres.tsv
125,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
126,PENCE,"Well, let me interrupt -- let me interrupt you and finish my sentence, if I can.",0,20161005_vice_pres.tsv
127,KAINE,Finish your sentence.,0,20161005_vice_pres.tsv
128,PENCE,The Clinton Foundation accepted foreign contributions from foreign governments and foreign donors while she was secretary of state.,0,20161005_vice_pres.tsv
129,KAINE,"OK, now I can weigh in.",0,20161005_vice_pres.tsv
130,KAINE,Now...,0,20161005_vice_pres.tsv
131,PENCE,She had a private server...,0,20161005_vice_pres.tsv
132,KAINE,"Now, I get to weigh in.",0,20161005_vice_pres.tsv
133,KAINE,"Now, let me just say this...",0,20161005_vice_pres.tsv
134,PENCE,that was discovered...,0,20161005_vice_pres.tsv
135,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
136,QUIJANO,"Senator, you have an opportunity to respond.",0,20161005_vice_pres.tsv
137,PENCE,keep that pay to play process out of the reach of the public.,0,20161005_vice_pres.tsv
138,KAINE,"Governor Pence -- Governor Pence doesn't think the world's going so well and he, you know, is going to say it's everybody's fault.",0,20161005_vice_pres.tsv
139,PENCE,Do you?,0,20161005_vice_pres.tsv
140,KAINE,Let me tell you this.,0,20161005_vice_pres.tsv
141,KAINE,"When Hillary Clinton became secretary of state, Governor Pence, did you know that Osama bin Laden was alive?",0,20161005_vice_pres.tsv
142,PENCE,Yes.,0,20161005_vice_pres.tsv
143,KAINE,"Do you know that we had 175,000 troops deployed in the battlefield in Iraq and Afghanistan?",0,20161005_vice_pres.tsv
144,KAINE,Do you know that Iran was racing toward a nuclear weapon and Russia was expanding its stockpile?,0,20161005_vice_pres.tsv
145,KAINE,"Under Secretary Clinton's leadership, she was part of the national team, public safety team that went after and revived the dormant hunt against bin Laden and wiped him off the face of the Earth.",0,20161005_vice_pres.tsv
146,KAINE,She worked to deal with the Russians to reduce their chemical weapons stockpile.,1,20161005_vice_pres.tsv
147,KAINE,She worked a tough negotiation with nations around the world to eliminate the Iranian nuclear weapons program without firing a shot.,1,20161005_vice_pres.tsv
148,PENCE,Eliminate the Iranian nuclear weapons program?,0,20161005_vice_pres.tsv
149,KAINE,"Absolutely, without firing a shot.",0,20161005_vice_pres.tsv
150,KAINE,"And instead of 175,000 American troops deployed overseas, we now have 15,000.",0,20161005_vice_pres.tsv
151,PENCE,Right and...,0,20161005_vice_pres.tsv
152,KAINE,"These are very, very good things.",0,20161005_vice_pres.tsv
153,PENCE,"And Iraq has been overrun by ISIS, because Hillary Clinton failed to renegotiate...",0,20161005_vice_pres.tsv
154,KAINE,"Well, if you want to put more American troops in Iraq, you can propose that.",0,20161005_vice_pres.tsv
155,PENCE,Hillary Clinton -- Hillary Clinton -- Hillary Clinton failed to renegotiate a status of forces agreement...,0,20161005_vice_pres.tsv
156,KAINE,"No, that is incorrect.",0,20161005_vice_pres.tsv
157,KAINE,That's incorrect.,0,20161005_vice_pres.tsv
158,PENCE,And so we removed -- we removed all of our...,0,20161005_vice_pres.tsv
159,QUIJANO,"Gentlemen, we'll get to...",0,20161005_vice_pres.tsv
160,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
161,PENCE,"troops from Iraq, and ISIS was able to be conjured up in that vacuum.",0,20161005_vice_pres.tsv
162,KAINE,But I'd like to correct...,0,20161005_vice_pres.tsv
163,PENCE,and overrun vast areas of Iraq.,0,20161005_vice_pres.tsv
164,KAINE,"Governor, President Bush said we would leave Iraq at the end of 2011.",1,20161005_vice_pres.tsv
165,KAINE,"And, Elaine, Iraq didn't want our troops to stay, and they wouldn't give us the protection for our troops.",1,20161005_vice_pres.tsv
166,KAINE,And guess what?,0,20161005_vice_pres.tsv
167,KAINE,"If a nation where our troops are serving does not want us to stay, we're not going to stay without their protection.",0,20161005_vice_pres.tsv
168,PENCE,It was a failure of the secretary of state...,0,20161005_vice_pres.tsv
169,QUIJANO,"We need to move on to the next topic, gentlemen.",0,20161005_vice_pres.tsv
170,KAINE,"If Governor Pence wants to put more troops back in Iraq, that's...",0,20161005_vice_pres.tsv
171,QUIJANO,There are a lot of people wondering in this country about the economy.,0,20161005_vice_pres.tsv
172,QUIJANO,Let's turn to the issue of the economy.,0,20161005_vice_pres.tsv
173,KAINE,OK.,0,20161005_vice_pres.tsv
174,QUIJANO,"According to the nonpartisan Committee for a Responsible Federal Budget, neither of your economic plans will reduce the growing $19 trillion gross national debt.",0,20161005_vice_pres.tsv
175,QUIJANO,"In fact, your plans would add even more to it.",0,20161005_vice_pres.tsv
176,QUIJANO,Both of you were governors who balanced state budgets.,0,20161005_vice_pres.tsv
177,QUIJANO,Are you concerned that adding more to the debt could be disastrous for the country.,0,20161005_vice_pres.tsv
178,QUIJANO,Governor Pence?,0,20161005_vice_pres.tsv
179,PENCE,"I think the fact that -- that under this past administration was of which Hillary Clinton was a part, we've almost doubled the national debt is atrocious.",0,20161005_vice_pres.tsv
180,PENCE,"I mean, I'm very proud of the fact that -- I come from a state that works.",0,20161005_vice_pres.tsv
181,PENCE,The state of Indiana has balanced budgets.,1,20161005_vice_pres.tsv
182,PENCE,"We cut taxes, we've made record investments in education and in infrastructure, and I still finish my term with $2 billion in the bank.",1,20161005_vice_pres.tsv
183,PENCE,That's a little bit different than when Senator Kaine was governor here in Virginia.,0,20161005_vice_pres.tsv
184,PENCE,He actually -- he actually tried to raise taxes by about $4 billion.,0,20161005_vice_pres.tsv
185,PENCE,He left his state about $2 billion in the hole.,0,20161005_vice_pres.tsv
186,PENCE,"In the state of Indiana, we've cut unemployment in half; unemployment doubled when he was governor.",1,20161005_vice_pres.tsv
187,PENCE,"But I think he's a very fitting running mate for Hillary Clinton, because in the wake of a season where American families are struggling in this economy under the weight of higher taxes and Obamacare and the war on coal and the stifling avalanche of regulation coming out of this administration, Hillary Clinton and Tim Kaine want more of the same.",0,20161005_vice_pres.tsv
188,PENCE,"It really is remarkable that they actually are advocating a trillion dollars in tax increases, which I get that.",0,20161005_vice_pres.tsv
189,PENCE,You tried to raise taxes here in Virginia and were unsuccessful.,0,20161005_vice_pres.tsv
190,PENCE,"But a trillion dollars in tax increases, more regulation, more of the same war on coal, and more of Obamacare that now even former President Bill Clinton calls Obamacare a crazy plan.",0,20161005_vice_pres.tsv
191,PENCE,But Hillary Clinton and Tim Kaine want to build on Obamacare.,0,20161005_vice_pres.tsv
192,PENCE,They want to expand it into a single-payer program.,0,20161005_vice_pres.tsv
193,PENCE,"And for all the world, Hillary Clinton just thinks Obamacare is a good start.",0,20161005_vice_pres.tsv
194,PENCE,"Look, Donald Trump and I have a plan to get this economy moving again just the way that it worked in the 1980s, just the way it worked in the 1960s, and that is by lowering taxes across the board for working families, small businesses and family farms, ending the war on coal that is hurting jobs and hurting this economy even here in Virginia, repealing Obamacare lock, stock, and barrel, and repealing all of the executive orders that Barack Obama has signed that are stifling economic growth in this economy.",0,20161005_vice_pres.tsv
195,PENCE,We can get America moving again.,0,20161005_vice_pres.tsv
196,PENCE,"Put on top of that the kind of trade deals that'll put the American worker first, and you've got a prescription for real growth.",0,20161005_vice_pres.tsv
197,PENCE,"And when you get the economy growing, Elaine, that's when you can deal with the national debt.",0,20161005_vice_pres.tsv
198,PENCE,"When we get back to 3.5 percent to 4 percent growth with Donald Trump's plan will do, then we're going to have the resources to meet our nation's needs at home and abroad, and we're going to have the ability to bring down the national debt.",0,20161005_vice_pres.tsv
199,QUIJANO,Senator Kaine?,0,20161005_vice_pres.tsv
200,KAINE,"Elaine, on the economy, there's a fundamental choice for the American electorate.",0,20161005_vice_pres.tsv
201,KAINE,"Do you want a ""you're hired"" president in Hillary Clinton or do you want a ""you're fired"" president in Donald Trump?",0,20161005_vice_pres.tsv
202,KAINE,I think that's not such a hard choice.,0,20161005_vice_pres.tsv
203,KAINE,"Hillary and I have a plan that's on the table that's a ""you're hired"" plan.",0,20161005_vice_pres.tsv
204,KAINE,Five components.,0,20161005_vice_pres.tsv
205,KAINE,"First thing we do is we invest in manufacturing, infrastructure, and research in the clean energy jobs of tomorrow.",0,20161005_vice_pres.tsv
206,KAINE,"Second thing is we invest in our workforce, from pre-K education to great teachers to debt-free college and tuition-free college for families that make less than $125,000 a year.",0,20161005_vice_pres.tsv
207,KAINE,"Third, we promote fairness by raising the minimum wage, so you can't work full-time and be under the poverty level, and by paying women equal pay for equal work.",0,20161005_vice_pres.tsv
208,KAINE,"Fourth, we promote small business growth, just as we've done in Virginia, to make it easier to start and grow small businesses.",0,20161005_vice_pres.tsv
209,KAINE,Hillary and I each grew up in small-business families.,0,20161005_vice_pres.tsv
210,KAINE,"My dad, who ran an iron working and welding shop, is here tonight.",0,20161005_vice_pres.tsv
211,KAINE,"And, fifth, we have a tax plan that targets tax relief to middle- class individuals and small businesses and asks those at the very top who've benefited as we've come out of recession to pay more.",0,20161005_vice_pres.tsv
212,KAINE,The Trump plan is a different plan.,0,20161005_vice_pres.tsv
213,KAINE,"It's a ""you're fired"" plan.",0,20161005_vice_pres.tsv
214,KAINE,And there's two key elements to it.,0,20161005_vice_pres.tsv
215,KAINE,"First, Donald Trump said wages are too high.",1,20161005_vice_pres.tsv
216,KAINE,And both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.,0,20161005_vice_pres.tsv
217,KAINE,"Mike Pence, when he was in Congress, voted against raising the minimum wage above $5.15.",0,20161005_vice_pres.tsv
218,KAINE,And he has been a one-man bulwark against minimum wage increases in Indiana.,0,20161005_vice_pres.tsv
219,KAINE,"The second component of the plan is massive tax breaks for the very top, trillions of dollars of tax breaks for people just like Donald Trump.",0,20161005_vice_pres.tsv
220,KAINE,"The problem with this, Elaine, is that's exactly what we did 10 years ago and it put the economy into the deepest recession -- the deepest recession since the 1930s.",0,20161005_vice_pres.tsv
221,KAINE,Independent analysts say the Clinton plan would grow the economy by 10.5 million jobs.,1,20161005_vice_pres.tsv
222,KAINE,The Trump plan would cost 3.5 million jobs.,1,20161005_vice_pres.tsv
223,KAINE,And Donald Trump -- why would he do this?,0,20161005_vice_pres.tsv
224,KAINE,Because his tax plan basically helps him.,0,20161005_vice_pres.tsv
225,KAINE,"And if he ever met his promise and he gave his tax returns to the American public like he said he would, we would see just how much his economic plan is really a Trump-first plan.",0,20161005_vice_pres.tsv
226,QUIJANO,"On that point, Governor Pence, recently the New York Times released part of Mr. Trump's 1995 tax return and reported that he could have avoided paying federal income taxes for years.",0,20161005_vice_pres.tsv
227,QUIJANO,"Yesterday, Mr. Trump said he brilliantly used the laws to pay as little tax as legally possible.",0,20161005_vice_pres.tsv
228,QUIJANO,Does that seem fair to you?,0,20161005_vice_pres.tsv
229,PENCE,"Well, first, let me say, I appreciated the ""you're hired,"" ""you're fired"" thing, Senator.",0,20161005_vice_pres.tsv
230,PENCE,You use that a whole lot.,0,20161005_vice_pres.tsv
231,PENCE,And I think your running mate used a lot of pre-done lines.,0,20161005_vice_pres.tsv
232,PENCE,"Look, what -- what you all just heard out there is more taxes, $2 trillion in more spending, more deficits, more debt, more government.",0,20161005_vice_pres.tsv
233,PENCE,"And if you think that's all working, then you look at the other side of the table.",0,20161005_vice_pres.tsv
234,PENCE,"I mean, the truth of the matter is, the policies of this administration, which Hillary Clinton and Senator Kaine want to continue, have run this economy into a ditch.",0,20161005_vice_pres.tsv
235,PENCE,We're in the...,0,20161005_vice_pres.tsv
236,KAINE,Fifteen million new jobs?,1,20161005_vice_pres.tsv
237,PENCE,slowest economic recovery since the Great Depression.,0,20161005_vice_pres.tsv
238,KAINE,Fifteen million new jobs?,1,20161005_vice_pres.tsv
239,QUIJANO,Governor...,0,20161005_vice_pres.tsv
240,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
241,PENCE,There are millions more people living in poverty today than the day that Barack Obama with Hillary Clinton at his side...,0,20161005_vice_pres.tsv
242,KAINE,And the poverty level and the median income...,0,20161005_vice_pres.tsv
243,PENCE,stepped into the Oval Office.,0,20161005_vice_pres.tsv
244,KAINE,improved dramatically between 2014 and 2015.,0,20161005_vice_pres.tsv
245,PENCE,"You -- honestly, Senator, you can roll out the numbers and the sunny side, but I got to tell you, people in Scranton know different.",0,20161005_vice_pres.tsv
246,PENCE,"People in Fort Wayne, Indiana, know different.",0,20161005_vice_pres.tsv
247,PENCE,"I mean, this economy is struggling.",0,20161005_vice_pres.tsv
248,PENCE,The answer to this economy is not more taxes.,0,20161005_vice_pres.tsv
249,KAINE,But it's not the giveaway tax relief to the folks at the top.,0,20161005_vice_pres.tsv
250,PENCE,It's not more spending...,0,20161005_vice_pres.tsv
251,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
252,KAINE,I am interested to hear whether he'll defend his running mate's not releasing taxes and not paying taxes.,0,20161005_vice_pres.tsv
253,PENCE,Absolutely I will.,0,20161005_vice_pres.tsv
254,QUIJANO,"Governor, with all due respect, the question was about whether it seems fair to you that Mr. Trump said he brilliantly used the laws to pay as little tax as legally possible.",0,20161005_vice_pres.tsv
255,PENCE,"Well, this is probably the difference between Donald Trump and Hillary Clinton and Senator Kaine.",0,20161005_vice_pres.tsv
256,PENCE,"And, I mean, Hillary Clinton and Senator Kaine -- God bless you for it, career public servants, that's great -- Donald Trump is a businessman, not a career politician.",0,20161005_vice_pres.tsv
257,PENCE,He actually built a business.,0,20161005_vice_pres.tsv
258,PENCE,Those tax returns that were -- that came out publicly this week show that he faced some pretty tough times 20 years ago.,0,20161005_vice_pres.tsv
259,PENCE,"But like virtually every other business, including the New York Times not too long ago, he used what's called net operating loss.",0,20161005_vice_pres.tsv
260,PENCE,"We have a tax code, Senator, that actually is designed to encourage entrepreneurship in this country.",0,20161005_vice_pres.tsv
261,KAINE,But why won't he release his tax returns?,0,20161005_vice_pres.tsv
262,PENCE,"Well, we're answering the question about -- about a business thing, is he...",0,20161005_vice_pres.tsv
263,KAINE,"I do want to come back to that, but...",0,20161005_vice_pres.tsv
264,PENCE,"His tax returns -- his tax returns showed he went through a very difficult time, but he used the tax code just the way it's supposed to be used.",0,20161005_vice_pres.tsv
265,PENCE,And he did it brilliantly.,0,20161005_vice_pres.tsv
266,KAINE,How do you know that?,0,20161005_vice_pres.tsv
267,KAINE,You haven't seen his tax returns.,0,20161005_vice_pres.tsv
268,PENCE,He created a runway -- because he's created a business that's worth billions of dollars today.,0,20161005_vice_pres.tsv
269,KAINE,How do you know that?,0,20161005_vice_pres.tsv
270,PENCE,"And with regard to paying taxes, this whole riff about not paying taxes and people saying he didn't pay taxes for years, Donald Trump has created tens of thousands of jobs.",0,20161005_vice_pres.tsv
271,PENCE,"And he's paid payroll taxes, sales taxes, property taxes...",0,20161005_vice_pres.tsv
272,KAINE,"Elaine, let me talk about something.",0,20161005_vice_pres.tsv
273,QUIJANO,"Senator, I'm going to give you about 30 seconds to respond, and I have question on Social Security for you.",0,20161005_vice_pres.tsv
274,KAINE,OK.,0,20161005_vice_pres.tsv
275,PENCE,"The only issue on taxes -- Hillary Clinton is going to raise taxes, and Donald Trump and I are going to cut them.",0,20161005_vice_pres.tsv
276,KAINE,"Donald Trump started this campaign in 2014 and he said, ""If I run for president, I will absolutely release my taxes.""",0,20161005_vice_pres.tsv
277,KAINE,He's broken his first...,0,20161005_vice_pres.tsv
278,PENCE,And he will.,0,20161005_vice_pres.tsv
279,KAINE,He's broken his first promise.,0,20161005_vice_pres.tsv
280,KAINE,"Second, he stood on the stage...",0,20161005_vice_pres.tsv
281,PENCE,He hasn't broken his promise.,0,20161005_vice_pres.tsv
282,PENCE,He said he's...,0,20161005_vice_pres.tsv
283,KAINE,"He stood on the stage last week and when Hillary said, you haven't been paying taxes, he said, ""That makes me smart.""",0,20161005_vice_pres.tsv
284,KAINE,So it's smart not to pay for our military?,0,20161005_vice_pres.tsv
285,KAINE,It's smart not to pay for veterans?,0,20161005_vice_pres.tsv
286,KAINE,It's smart not to pay for teachers?,0,20161005_vice_pres.tsv
287,KAINE,"And I guess all of us who do pay for those things, I guess we're stupid.",0,20161005_vice_pres.tsv
288,KAINE,And the last thing I'll say is this...,0,20161005_vice_pres.tsv
289,PENCE,"Senator, do you take all the deductions that you're entitled to?",0,20161005_vice_pres.tsv
290,KAINE,The last thing -- the last thing I want to ask Governor Pence is...,0,20161005_vice_pres.tsv
291,PENCE,I do.,0,20161005_vice_pres.tsv
292,KAINE,Governor Pence had to give Donald Trump his tax returns to show he was qualified to be vice president.,0,20161005_vice_pres.tsv
293,KAINE,Donald Trump must give the American public his tax returns to show that he's qualified to be president.,0,20161005_vice_pres.tsv
294,KAINE,And he's breaking his promise.,0,20161005_vice_pres.tsv
295,PENCE,"Elaine, I have to respond to this.",0,20161005_vice_pres.tsv
296,QUIJANO,"You get very little time, 20 seconds.",0,20161005_vice_pres.tsv
297,PENCE,I'll be -- I'll be very respectful.,0,20161005_vice_pres.tsv
298,QUIJANO,Governor?,0,20161005_vice_pres.tsv
299,PENCE,"Look, Donald Trump has filed over 100 pages of financial disclosure, which is what the law requires.",0,20161005_vice_pres.tsv
300,KAINE,But he said he would release his tax returns.,0,20161005_vice_pres.tsv
301,QUIJANO,"All right, Gentlemen...",0,20161005_vice_pres.tsv
302,PENCE,The American people can review that.,0,20161005_vice_pres.tsv
303,PENCE,"And he's going -- Senator, he's going to release his tax returns when the audit is over...",0,20161005_vice_pres.tsv
304,QUIJANO,I need to ask you about Social Security...,0,20161005_vice_pres.tsv
305,KAINE,Richard Nixon released tax returns when he was under audit.,1,20161005_vice_pres.tsv
306,PENCE,They're going to raise your taxes.,0,20161005_vice_pres.tsv
307,PENCE,We're going to cut your taxes.,0,20161005_vice_pres.tsv
308,QUIJANO,Gentlemen...,0,20161005_vice_pres.tsv
309,KAINE,If you can't meet Nixon's standard...,0,20161005_vice_pres.tsv
310,QUIJANO,The people at home cannot understand either one of you when you speak over each other.,0,20161005_vice_pres.tsv
311,QUIJANO,I would please ask you to wait until it is that the other is finished.,0,20161005_vice_pres.tsv
312,KAINE,All right.,0,20161005_vice_pres.tsv
313,KAINE,We're having fun up here.,0,20161005_vice_pres.tsv
314,QUIJANO,"Senator Kaine, on the issue of Social Security, in 18 years, when the Social Security Trust Funds run out of money, you'll be 76.",0,20161005_vice_pres.tsv
315,QUIJANO,"The Committee for a Responsible Federal Budget estimates your benefits could be cut by as much as $7,500 per year.",0,20161005_vice_pres.tsv
316,QUIJANO,What would your administration do to prevent this cut?,0,20161005_vice_pres.tsv
317,KAINE,"First, we're going to protect Social Security, which is one of the greatest programs that the American government has ever done.",0,20161005_vice_pres.tsv
318,KAINE,"It happened at a time when you would work your whole life, your whole life, raising your kids, working, being a Little League coach or a Sunday school teacher, and then you would retire into poverty.",0,20161005_vice_pres.tsv
319,KAINE,And Social Security has enabled people to retire with dignity and overwhelmingly not be in poverty.,0,20161005_vice_pres.tsv
320,KAINE,We have to keep it solvent.,0,20161005_vice_pres.tsv
321,KAINE,And we will keep it solvent.,0,20161005_vice_pres.tsv
322,KAINE,And we'll look for strategies like adjusting the payroll tax cap upward in order to do that.,0,20161005_vice_pres.tsv
323,KAINE,Here's what Hillary and I will not do.,0,20161005_vice_pres.tsv
324,KAINE,And I want to make this very plain.,0,20161005_vice_pres.tsv
325,KAINE,"We will never, ever engage in a risky scheme to privatize Social Security.",0,20161005_vice_pres.tsv
326,KAINE,Donald Trump wrote a book and he said Social Security is a Ponzi scheme and privatization would be good for all of us.,0,20161005_vice_pres.tsv
327,KAINE,"And when Congressman Pence was in Congress, he was the chief cheerleader for the privatization of Social Security.",0,20161005_vice_pres.tsv
328,KAINE,"Even after President Bush stopped pushing for it, Congressman Pence kept pushing for it.",0,20161005_vice_pres.tsv
329,KAINE,We're going to stand up against efforts to privatize Social Security.,0,20161005_vice_pres.tsv
330,KAINE,"And we'll look for ways to keep it solvent going forward, focusing primarily on the payroll tax cap.",0,20161005_vice_pres.tsv
331,QUIJANO,"Governor Pence, I'll give you an opportunity to respond.",0,20161005_vice_pres.tsv
